station_no,date,delta,hist_level
6335050,1977-06-24,0.0,334.0
6335050,1977-06-25,12.0,334.0
6335050,1977-06-26,0.0,334.0
6335050,1977-06-27,-8.0,334.0
6335050,1977-06-28,-7.0,334.0
6335050,1977-06-29,0.0,334.0
6335050,1977-06-30,3.0,334.0
6335050,1977-07-01,2.0,334.0
6335050,1977-07-02,-12.0,334.0
6335050,1977-07-03,-16.0,334.0
6335050,1977-07-04,-5.0,334.0
6335050,1977-07-05,-9.0,334.0
6335050,1977-07-06,-26.0,334.0
6335050,1977-07-07,-40.0,334.0
6335050,1977-07-08,-46.0,334.0
6335050,1977-07-09,-54.0,334.0
6335050,1977-07-10,-60.0,334.0
6335050,1977-10-08,0.0,195.0
6335050,1977-10-09,-15.0,195.0
6335050,1977-10-10,-25.0,195.0
6335050,1977-10-11,-29.0,195.0
6335050,1977-10-12,-31.0,195.0
6335050,1977-10-13,-27.0,195.0
6335050,1977-10-14,-17.0,195.0
6335050,1977-10-15,-12.0,195.0
6335050,1977-10-16,-12.0,195.0
6335050,1977-10-17,-16.0,195.0
6335050,1977-10-18,-21.0,195.0
6335050,1977-10-19,-26.0,195.0
6335050,1977-10-20,-28.0,195.0
6335050,1977-10-21,-28.0,195.0
6335050,1977-10-22,-25.0,195.0
6335050,1977-10-23,-25.0,195.0
6335050,1977-10-24,-30.0,195.0
6335050,1978-01-22,0.0,255.0
6335050,1978-01-23,-5.0,255.0
6335050,1978-01-24,-10.0,255.0
6335050,1978-01-25,-11.0,255.0
6335050,1978-01-26,31.0,255.0
6335050,1978-01-27,131.0,255.0
6335050,1978-01-28,177.0,255.0
6335050,1978-01-29,154.0,255.0
6335050,1978-01-30,142.0,255.0
6335050,1978-01-31,139.0,255.0
6335050,1978-02-01,127.0,255.0
6335050,1978-02-02,121.0,255.0
6335050,1978-02-03,122.0,255.0
6335050,1978-02-04,167.0,255.0
6335050,1978-02-05,212.0,255.0
6335050,1978-02-06,206.0,255.0
6335050,1978-02-07,168.0,255.0
6335050,1978-05-08,0.0,397.0
6335050,1978-05-09,20.0,397.0
6335050,1978-05-10,24.0,397.0
6335050,1978-05-11,29.0,397.0
6335050,1978-05-12,29.0,397.0
6335050,1978-05-13,22.0,397.0
6335050,1978-05-14,11.0,397.0
6335050,1978-05-15,5.0,397.0
6335050,1978-05-16,13.0,397.0
6335050,1978-05-17,11.0,397.0
6335050,1978-05-18,1.0,397.0
6335050,1978-05-19,-11.0,397.0
6335050,1978-05-20,-23.0,397.0
6335050,1978-05-21,-11.0,397.0
6335050,1978-05-22,3.0,397.0
6335050,1978-05-23,2.0,397.0
6335050,1978-05-24,47.0,397.0
6335050,1978-08-22,0.0,343.0
6335050,1978-08-23,-13.0,343.0
6335050,1978-08-24,-27.0,343.0
6335050,1978-08-25,-35.0,343.0
6335050,1978-08-26,-45.0,343.0
6335050,1978-08-27,-51.0,343.0
6335050,1978-08-28,-61.0,343.0
6335050,1978-08-29,-70.0,343.0
6335050,1978-08-30,-74.0,343.0
6335050,1978-08-31,-80.0,343.0
6335050,1978-09-01,-81.0,343.0
6335050,1978-09-02,-82.0,343.0
6335050,1978-09-03,-82.0,343.0
6335050,1978-09-04,-81.0,343.0
6335050,1978-09-05,-80.0,343.0
6335050,1978-09-06,-89.0,343.0
6335050,1978-09-07,-87.0,343.0
6335050,1978-12-06,0.0,129.0
6335050,1978-12-07,-2.0,129.0
6335050,1978-12-08,-5.0,129.0
6335050,1978-12-09,-1.0,129.0
6335050,1978-12-10,11.0,129.0
6335050,1978-12-11,42.0,129.0
6335050,1978-12-12,82.0,129.0
6335050,1978-12-13,103.0,129.0
6335050,1978-12-14,99.0,129.0
6335050,1978-12-15,110.0,129.0
6335050,1978-12-16,132.0,129.0
6335050,1978-12-17,167.0,129.0
6335050,1978-12-18,175.0,129.0
6335050,1978-12-19,176.0,129.0
6335050,1978-12-20,169.0,129.0
6335050,1978-12-21,159.0,129.0
6335050,1978-12-22,133.0,129.0
6335050,1979-03-22,0.0,554.0
6335050,1979-03-23,-23.0,554.0
6335050,1979-03-24,-45.0,554.0
6335050,1979-03-25,-69.0,554.0
6335050,1979-03-26,-89.0,554.0
6335050,1979-03-27,-87.0,554.0
6335050,1979-03-28,-68.0,554.0
6335050,1979-03-29,-26.0,554.0
6335050,1979-03-30,-5.0,554.0
6335050,1979-03-31,-23.0,554.0
6335050,1979-04-01,-44.0,554.0
6335050,1979-04-02,-47.0,554.0
6335050,1979-04-03,-40.0,554.0
6335050,1979-04-04,-35.0,554.0
6335050,1979-04-05,-16.0,554.0
6335050,1979-04-06,-14.0,554.0
6335050,1979-04-07,-25.0,554.0
6335050,1979-07-06,0.0,304.0
6335050,1979-07-07,-9.0,304.0
6335050,1979-07-08,-13.0,304.0
6335050,1979-07-09,-19.0,304.0
6335050,1979-07-10,-23.0,304.0
6335050,1979-07-11,-25.0,304.0
6335050,1979-07-12,-34.0,304.0
6335050,1979-07-13,-40.0,304.0
6335050,1979-07-14,-31.0,304.0
6335050,1979-07-15,-26.0,304.0
6335050,1979-07-16,-22.0,304.0
6335050,1979-07-17,-21.0,304.0
6335050,1979-07-18,-32.0,304.0
6335050,1979-07-19,-40.0,304.0
6335050,1979-07-20,-50.0,304.0
6335050,1979-07-21,-54.0,304.0
6335050,1979-07-22,-59.0,304.0
6335050,1979-10-20,0.0,217.0
6335050,1979-10-21,-1.0,217.0
6335050,1979-10-22,-3.0,217.0
6335050,1979-10-23,-9.0,217.0
6335050,1979-10-24,-16.0,217.0
6335050,1979-10-25,-19.0,217.0
6335050,1979-10-26,-13.0,217.0
6335050,1979-10-27,5.0,217.0
6335050,1979-10-28,10.0,217.0
6335050,1979-10-29,0.0,217.0
6335050,1979-10-30,-8.0,217.0
6335050,1979-10-31,-15.0,217.0
6335050,1979-11-01,-14.0,217.0
6335050,1979-11-02,-18.0,217.0
6335050,1979-11-03,-13.0,217.0
6335050,1979-11-04,-24.0,217.0
6335050,1979-11-05,-22.0,217.0
6335050,1980-02-03,0.0,616.0
6335050,1980-02-04,56.0,616.0
6335050,1980-02-05,113.0,616.0
6335050,1980-02-06,182.0,616.0
6335050,1980-02-07,251.0,616.0
6335050,1980-02-08,288.0,616.0
6335050,1980-02-09,284.0,616.0
6335050,1980-02-10,238.0,616.0
6335050,1980-02-11,170.0,616.0
6335050,1980-02-12,99.0,616.0
6335050,1980-02-13,37.0,616.0
6335050,1980-02-14,-10.0,616.0
6335050,1980-02-15,-46.0,616.0
6335050,1980-02-16,-79.0,616.0
6335050,1980-02-17,-110.0,616.0
6335050,1980-02-18,-140.0,616.0
6335050,1980-02-19,-166.0,616.0
6335050,1980-05-19,0.0,307.0
6335050,1980-05-20,-7.0,307.0
6335050,1980-05-21,-14.0,307.0
6335050,1980-05-22,-19.0,307.0
6335050,1980-05-23,-23.0,307.0
6335050,1980-05-24,-26.0,307.0
6335050,1980-05-25,-28.0,307.0
6335050,1980-05-26,-30.0,307.0
6335050,1980-05-27,-35.0,307.0
6335050,1980-05-28,-38.0,307.0
6335050,1980-05-29,-34.0,307.0
6335050,1980-05-30,-24.0,307.0
6335050,1980-05-31,-15.0,307.0
6335050,1980-06-01,-3.0,307.0
6335050,1980-06-02,2.0,307.0
6335050,1980-06-03,-5.0,307.0
6335050,1980-06-04,-17.0,307.0
6335050,1980-09-02,0.0,298.0
6335050,1980-09-03,-7.0,298.0
6335050,1980-09-04,-10.0,298.0
6335050,1980-09-05,-11.0,298.0
6335050,1980-09-06,-20.0,298.0
6335050,1980-09-07,-24.0,298.0
6335050,1980-09-08,-25.0,298.0
6335050,1980-09-09,-21.0,298.0
6335050,1980-09-10,-27.0,298.0
6335050,1980-09-11,-28.0,298.0
6335050,1980-09-12,-29.0,298.0
6335050,1980-09-13,-28.0,298.0
6335050,1980-09-14,-33.0,298.0
6335050,1980-09-15,-31.0,298.0
6335050,1980-09-16,-35.0,298.0
6335050,1980-09-17,-39.0,298.0
6335050,1980-09-18,-46.0,298.0
6335050,1980-12-17,0.0,570.0
6335050,1980-12-18,23.0,570.0
6335050,1980-12-19,-12.0,570.0
6335050,1980-12-20,-63.0,570.0
6335050,1980-12-21,-106.0,570.0
6335050,1980-12-22,-126.0,570.0
6335050,1980-12-23,-121.0,570.0
6335050,1980-12-24,-131.0,570.0
6335050,1980-12-25,-132.0,570.0
6335050,1980-12-26,-140.0,570.0
6335050,1980-12-27,-150.0,570.0
6335050,1980-12-28,-161.0,570.0
6335050,1980-12-29,-175.0,570.0
6335050,1980-12-30,-196.0,570.0
6335050,1980-12-31,-220.0,570.0
6335050,1981-01-01,-240.0,570.0
6335050,1981-01-02,-249.0,570.0
6335050,1981-04-02,0.0,478.0
6335050,1981-04-03,-11.0,478.0
6335050,1981-04-04,-22.0,478.0
6335050,1981-04-05,-31.0,478.0
6335050,1981-04-06,-38.0,478.0
6335050,1981-04-07,-49.0,478.0
6335050,1981-04-08,-54.0,478.0
6335050,1981-04-09,-57.0,478.0
6335050,1981-04-10,-62.0,478.0
6335050,1981-04-11,-72.0,478.0
6335050,1981-04-12,-79.0,478.0
6335050,1981-04-13,-86.0,478.0
6335050,1981-04-14,-94.0,478.0
6335050,1981-04-15,-100.0,478.0
6335050,1981-04-16,-105.0,478.0
6335050,1981-04-17,-114.0,478.0
6335050,1981-04-18,-120.0,478.0
6335050,1981-07-17,0.0,284.0
6335050,1981-07-18,-6.0,284.0
6335050,1981-07-19,-5.0,284.0
6335050,1981-07-20,-8.0,284.0
6335050,1981-07-21,5.0,284.0
6335050,1981-07-22,47.0,284.0
6335050,1981-07-23,93.0,284.0
6335050,1981-07-24,109.0,284.0
6335050,1981-07-25,118.0,284.0
6335050,1981-07-26,121.0,284.0
6335050,1981-07-27,113.0,284.0
6335050,1981-07-28,118.0,284.0
6335050,1981-07-29,130.0,284.0
6335050,1981-07-30,130.0,284.0
6335050,1981-07-31,122.0,284.0
6335050,1981-08-01,106.0,284.0
6335050,1981-08-02,96.0,284.0
6335050,1981-10-31,0.0,484.0
6335050,1981-11-01,14.0,484.0
6335050,1981-11-02,45.0,484.0
6335050,1981-11-03,83.0,484.0
6335050,1981-11-04,83.0,484.0
6335050,1981-11-05,48.0,484.0
6335050,1981-11-06,12.0,484.0
6335050,1981-11-07,-18.0,484.0
6335050,1981-11-08,-45.0,484.0
6335050,1981-11-09,-68.0,484.0
6335050,1981-11-10,-86.0,484.0
6335050,1981-11-11,-102.0,484.0
6335050,1981-11-12,-117.0,484.0
6335050,1981-11-13,-128.0,484.0
6335050,1981-11-14,-131.0,484.0
6335050,1981-11-15,-135.0,484.0
6335050,1981-11-16,-141.0,484.0
6335050,1982-02-14,0.0,433.0
6335050,1982-02-15,-10.0,433.0
6335050,1982-02-16,-14.0,433.0
6335050,1982-02-17,-18.0,433.0
6335050,1982-02-18,-24.0,433.0
6335050,1982-02-19,-41.0,433.0
6335050,1982-02-20,-57.0,433.0
6335050,1982-02-21,-66.0,433.0
6335050,1982-02-22,-77.0,433.0
6335050,1982-02-23,-83.0,433.0
6335050,1982-02-24,-93.0,433.0
6335050,1982-02-25,-99.0,433.0
6335050,1982-02-26,-106.0,433.0
6335050,1982-02-27,-112.0,433.0
6335050,1982-02-28,-117.0,433.0
6335050,1982-03-01,-122.0,433.0
6335050,1982-03-02,-125.0,433.0
6335050,1982-05-31,0.0,335.0
6335050,1982-06-01,-6.0,335.0
6335050,1982-06-02,-11.0,335.0
6335050,1982-06-03,-10.0,335.0
6335050,1982-06-04,-11.0,335.0
6335050,1982-06-05,-5.0,335.0
6335050,1982-06-06,5.0,335.0
6335050,1982-06-07,6.0,335.0
6335050,1982-06-08,14.0,335.0
6335050,1982-06-09,22.0,335.0
6335050,1982-06-10,25.0,335.0
6335050,1982-06-11,19.0,335.0
6335050,1982-06-12,23.0,335.0
6335050,1982-06-13,29.0,335.0
6335050,1982-06-14,31.0,335.0
6335050,1982-06-15,35.0,335.0
6335050,1982-06-16,40.0,335.0
6335050,1982-09-14,0.0,256.0
6335050,1982-09-15,-7.0,256.0
6335050,1982-09-16,-9.0,256.0
6335050,1982-09-17,-13.0,256.0
6335050,1982-09-18,-18.0,256.0
6335050,1982-09-19,-19.0,256.0
6335050,1982-09-20,-23.0,256.0
6335050,1982-09-21,-30.0,256.0
6335050,1982-09-22,-35.0,256.0
6335050,1982-09-23,-39.0,256.0
6335050,1982-09-24,-39.0,256.0
6335050,1982-09-25,-38.0,256.0
6335050,1982-09-26,-38.0,256.0
6335050,1982-09-27,-41.0,256.0
6335050,1982-09-28,-47.0,256.0
6335050,1982-09-29,-51.0,256.0
6335050,1982-09-30,-47.0,256.0
6335050,1982-12-29,0.0,508.0
6335050,1982-12-30,-19.0,508.0
6335050,1982-12-31,-40.0,508.0
6335050,1983-01-01,-66.0,508.0
6335050,1983-01-02,-88.0,508.0
6335050,1983-01-03,-109.0,508.0
6335050,1983-01-04,-119.0,508.0
6335050,1983-01-05,-93.0,508.0
6335050,1983-01-06,-50.0,508.0
6335050,1983-01-07,8.0,508.0
6335050,1983-01-08,54.0,508.0
6335050,1983-01-09,56.0,508.0
6335050,1983-01-10,31.0,508.0
6335050,1983-01-11,-1.0,508.0
6335050,1983-01-12,-31.0,508.0
6335050,1983-01-13,-60.0,508.0
6335050,1983-01-14,-79.0,508.0
6335050,1983-04-14,0.0,952.0
6335050,1983-04-15,-46.0,952.0
6335050,1983-04-16,-138.0,952.0
6335050,1983-04-17,-212.0,952.0
6335050,1983-04-18,-259.0,952.0
6335050,1983-04-19,-301.0,952.0
6335050,1983-04-20,-339.0,952.0
6335050,1983-04-21,-369.0,952.0
6335050,1983-04-22,-390.0,952.0
6335050,1983-04-23,-411.0,952.0
6335050,1983-04-24,-428.0,952.0
6335050,1983-04-25,-447.0,952.0
6335050,1983-04-26,-459.0,952.0
6335050,1983-04-27,-477.0,952.0
6335050,1983-04-28,-478.0,952.0
6335050,1983-04-29,-479.0,952.0
6335050,1983-04-30,-495.0,952.0
6335050,1983-07-29,0.0,242.0
6335050,1983-07-30,-5.0,242.0
6335050,1983-07-31,-11.0,242.0
6335050,1983-08-01,-13.0,242.0
6335050,1983-08-02,-17.0,242.0
6335050,1983-08-03,-23.0,242.0
6335050,1983-08-04,-22.0,242.0
6335050,1983-08-05,-17.0,242.0
6335050,1983-08-06,-5.0,242.0
6335050,1983-08-07,17.0,242.0
6335050,1983-08-08,30.0,242.0
6335050,1983-08-09,26.0,242.0
6335050,1983-08-10,14.0,242.0
6335050,1983-08-11,9.0,242.0
6335050,1983-08-12,4.0,242.0
6335050,1983-08-13,-2.0,242.0
6335050,1983-08-14,-8.0,242.0
6335050,1983-11-12,0.0,122.0
6335050,1983-11-13,-3.0,122.0
6335050,1983-11-14,-3.0,122.0
6335050,1983-11-15,-1.0,122.0
6335050,1983-11-16,-1.0,122.0
6335050,1983-11-17,-3.0,122.0
6335050,1983-11-18,-3.0,122.0
6335050,1983-11-19,-8.0,122.0
6335050,1983-11-20,-12.0,122.0
6335050,1983-11-21,-13.0,122.0
6335050,1983-11-22,-14.0,122.0
6335050,1983-11-23,-17.0,122.0
6335050,1983-11-24,-19.0,122.0
6335050,1983-11-25,-20.0,122.0
6335050,1983-11-26,-15.0,122.0
6335050,1983-11-27,10.0,122.0
6335050,1983-11-28,64.0,122.0
6335050,1984-02-26,0.0,292.0
6335050,1984-02-27,-12.0,292.0
6335050,1984-02-28,-17.0,292.0
6335050,1984-02-29,-16.0,292.0
6335050,1984-03-01,-17.0,292.0
6335050,1984-03-02,-20.0,292.0
6335050,1984-03-03,-17.0,292.0
6335050,1984-03-04,-12.0,292.0
6335050,1984-03-05,-16.0,292.0
6335050,1984-03-06,-20.0,292.0
6335050,1984-03-07,-27.0,292.0
6335050,1984-03-08,-32.0,292.0
6335050,1984-03-09,-28.0,292.0
6335050,1984-03-10,-18.0,292.0
6335050,1984-03-11,-22.0,292.0
6335050,1984-03-12,-38.0,292.0
6335050,1984-03-13,-48.0,292.0
6335050,1984-06-11,0.0,495.0
6335050,1984-06-12,-28.0,495.0
6335050,1984-06-13,-65.0,495.0
6335050,1984-06-14,-96.0,495.0
6335050,1984-06-15,-124.0,495.0
6335050,1984-06-16,-140.0,495.0
6335050,1984-06-17,-154.0,495.0
6335050,1984-06-18,-162.0,495.0
6335050,1984-06-19,-174.0,495.0
6335050,1984-06-20,-184.0,495.0
6335050,1984-06-21,-189.0,495.0
6335050,1984-06-22,-193.0,495.0
6335050,1984-06-23,-185.0,495.0
6335050,1984-06-24,-179.0,495.0
6335050,1984-06-25,-176.0,495.0
6335050,1984-06-26,-176.0,495.0
6335050,1984-06-27,-175.0,495.0
6335050,1984-09-25,0.0,387.0
6335050,1984-09-26,40.0,387.0
6335050,1984-09-27,75.0,387.0
6335050,1984-09-28,89.0,387.0
6335050,1984-09-29,79.0,387.0
6335050,1984-09-30,79.0,387.0
6335050,1984-10-01,86.0,387.0
6335050,1984-10-02,78.0,387.0
6335050,1984-10-03,78.0,387.0
6335050,1984-10-04,67.0,387.0
6335050,1984-10-05,61.0,387.0
6335050,1984-10-06,57.0,387.0
6335050,1984-10-07,51.0,387.0
6335050,1984-10-08,44.0,387.0
6335050,1984-10-09,42.0,387.0
6335050,1984-10-10,42.0,387.0
6335050,1984-10-11,35.0,387.0
6335050,1985-01-09,0.0,178.0
6335050,1985-01-10,-5.0,178.0
6335050,1985-01-11,-7.0,178.0
6335050,1985-01-12,-2.0,178.0
6335050,1985-01-13,-10.0,178.0
6335050,1985-01-14,-16.0,178.0
6335050,1985-01-15,-20.0,178.0
6335050,1985-01-16,-21.0,178.0
6335050,1985-01-17,-20.0,178.0
6335050,1985-01-18,-20.0,178.0
6335050,1985-01-19,-20.0,178.0
6335050,1985-01-20,-20.0,178.0
6335050,1985-01-21,-21.0,178.0
6335050,1985-01-22,-12.0,178.0
6335050,1985-01-23,17.0,178.0
6335050,1985-01-24,126.0,178.0
6335050,1985-01-25,207.0,178.0
6335050,1985-04-25,0.0,311.0
6335050,1985-04-26,-13.0,311.0
6335050,1985-04-27,-18.0,311.0
6335050,1985-04-28,-19.0,311.0
6335050,1985-04-29,-19.0,311.0
6335050,1985-04-30,-19.0,311.0
6335050,1985-05-01,-23.0,311.0
6335050,1985-05-02,-28.0,311.0
6335050,1985-05-03,-17.0,311.0
6335050,1985-05-04,20.0,311.0
6335050,1985-05-05,56.0,311.0
6335050,1985-05-06,74.0,311.0
6335050,1985-05-07,55.0,311.0
6335050,1985-05-08,32.0,311.0
6335050,1985-05-09,15.0,311.0
6335050,1985-05-10,25.0,311.0
6335050,1985-05-11,88.0,311.0
6335050,1985-08-09,0.0,224.0
6335050,1985-08-10,20.0,224.0
6335050,1985-08-11,34.0,224.0
6335050,1985-08-12,35.0,224.0
6335050,1985-08-13,34.0,224.0
6335050,1985-08-14,33.0,224.0
6335050,1985-08-15,34.0,224.0
6335050,1985-08-16,33.0,224.0
6335050,1985-08-17,34.0,224.0
6335050,1985-08-18,34.0,224.0
6335050,1985-08-19,29.0,224.0
6335050,1985-08-20,25.0,224.0
6335050,1985-08-21,30.0,224.0
6335050,1985-08-22,25.0,224.0
6335050,1985-08-23,14.0,224.0
6335050,1985-08-24,7.0,224.0
6335050,1985-08-25,-3.0,224.0
6335050,1985-11-23,0.0,134.0
6335050,1985-11-24,-4.0,134.0
6335050,1985-11-25,-10.0,134.0
6335050,1985-11-26,-12.0,134.0
6335050,1985-11-27,-16.0,134.0
6335050,1985-11-28,-19.0,134.0
6335050,1985-11-29,-23.0,134.0
6335050,1985-11-30,-19.0,134.0
6335050,1985-12-01,-12.0,134.0
6335050,1985-12-02,6.0,134.0
6335050,1985-12-03,36.0,134.0
6335050,1985-12-04,63.0,134.0
6335050,1985-12-05,72.0,134.0
6335050,1985-12-06,75.0,134.0
6335050,1985-12-07,73.0,134.0
6335050,1985-12-08,70.0,134.0
6335050,1985-12-09,77.0,134.0
6335050,1986-03-09,0.0,338.0
6335050,1986-03-10,11.0,338.0
6335050,1986-03-11,-16.0,338.0
6335050,1986-03-12,-47.0,338.0
6335050,1986-03-13,-70.0,338.0
6335050,1986-03-14,-84.0,338.0
6335050,1986-03-15,-91.0,338.0
6335050,1986-03-16,-94.0,338.0
6335050,1986-03-17,-102.0,338.0
6335050,1986-03-18,-101.0,338.0
6335050,1986-03-19,-94.0,338.0
6335050,1986-03-20,-88.0,338.0
6335050,1986-03-21,-81.0,338.0
6335050,1986-03-22,-74.0,338.0
6335050,1986-03-23,-48.0,338.0
6335050,1986-03-24,-16.0,338.0
6335050,1986-03-25,29.0,338.0
6335050,1986-06-23,0.0,422.0
6335050,1986-06-24,-4.0,422.0
6335050,1986-06-25,-10.0,422.0
6335050,1986-06-26,-13.0,422.0
6335050,1986-06-27,-29.0,422.0
6335050,1986-06-28,-42.0,422.0
6335050,1986-06-29,-55.0,422.0
6335050,1986-06-30,-70.0,422.0
6335050,1986-07-01,-81.0,422.0
6335050,1986-07-02,-93.0,422.0
6335050,1986-07-03,-102.0,422.0
6335050,1986-07-04,-101.0,422.0
6335050,1986-07-05,-110.0,422.0
6335050,1986-07-06,-114.0,422.0
6335050,1986-07-07,-115.0,422.0
6335050,1986-07-08,-100.0,422.0
6335050,1986-07-09,-62.0,422.0
6335050,1986-10-07,0.0,146.0
6335050,1986-10-08,-6.0,146.0
6335050,1986-10-09,-10.0,146.0
6335050,1986-10-10,-14.0,146.0
6335050,1986-10-11,-17.0,146.0
6335050,1986-10-12,-21.0,146.0
6335050,1986-10-13,-22.0,146.0
6335050,1986-10-14,-23.0,146.0
6335050,1986-10-15,-24.0,146.0
6335050,1986-10-16,-26.0,146.0
6335050,1986-10-17,-30.0,146.0
6335050,1986-10-18,-34.0,146.0
6335050,1986-10-19,-36.0,146.0
6335050,1986-10-20,-31.0,146.0
6335050,1986-10-21,-22.0,146.0
6335050,1986-10-22,28.0,146.0
6335050,1986-10-23,126.0,146.0
6335050,1987-01-21,0.0,268.0
6335050,1987-01-22,-7.0,268.0
6335050,1987-01-23,-16.0,268.0
6335050,1987-01-24,-20.0,268.0
6335050,1987-01-25,-24.0,268.0
6335050,1987-01-26,-28.0,268.0
6335050,1987-01-27,-34.0,268.0
6335050,1987-01-28,-42.0,268.0
6335050,1987-01-29,-48.0,268.0
6335050,1987-01-30,-51.0,268.0
6335050,1987-01-31,-58.0,268.0
6335050,1987-02-01,-66.0,268.0
6335050,1987-02-02,-74.0,268.0
6335050,1987-02-03,-85.0,268.0
6335050,1987-02-04,-90.0,268.0
6335050,1987-02-05,-89.0,268.0
6335050,1987-02-06,-88.0,268.0
6335050,1987-05-07,0.0,391.0
6335050,1987-05-08,37.0,391.0
6335050,1987-05-09,41.0,391.0
6335050,1987-05-10,29.0,391.0
6335050,1987-05-11,10.0,391.0
6335050,1987-05-12,-6.0,391.0
6335050,1987-05-13,-17.0,391.0
6335050,1987-05-14,-13.0,391.0
6335050,1987-05-15,1.0,391.0
6335050,1987-05-16,21.0,391.0
6335050,1987-05-17,22.0,391.0
6335050,1987-05-18,36.0,391.0
6335050,1987-05-19,27.0,391.0
6335050,1987-05-20,21.0,391.0
6335050,1987-05-21,13.0,391.0
6335050,1987-05-22,19.0,391.0
6335050,1987-05-23,24.0,391.0
6335050,1987-08-21,0.0,362.0
6335050,1987-08-22,-13.0,362.0
6335050,1987-08-23,-29.0,362.0
6335050,1987-08-24,-41.0,362.0
6335050,1987-08-25,-32.0,362.0
6335050,1987-08-26,-25.0,362.0
6335050,1987-08-27,-28.0,362.0
6335050,1987-08-28,-20.0,362.0
6335050,1987-08-29,2.0,362.0
6335050,1987-08-30,-2.0,362.0
6335050,1987-08-31,-13.0,362.0
6335050,1987-09-01,-23.0,362.0
6335050,1987-09-02,-32.0,362.0
6335050,1987-09-03,-34.0,362.0
6335050,1987-09-04,-35.0,362.0
6335050,1987-09-05,-37.0,362.0
6335050,1987-09-06,-32.0,362.0
6335050,1987-12-05,0.0,258.0
6335050,1987-12-06,-11.0,258.0
6335050,1987-12-07,-19.0,258.0
6335050,1987-12-08,-25.0,258.0
6335050,1987-12-09,5.0,258.0
6335050,1987-12-10,27.0,258.0
6335050,1987-12-11,19.0,258.0
6335050,1987-12-12,3.0,258.0
6335050,1987-12-13,-12.0,258.0
6335050,1987-12-14,-21.0,258.0
6335050,1987-12-15,-28.0,258.0
6335050,1987-12-16,-33.0,258.0
6335050,1987-12-17,-27.0,258.0
6335050,1987-12-18,-11.0,258.0
6335050,1987-12-19,39.0,258.0
6335050,1987-12-20,164.0,258.0
6335050,1987-12-21,274.0,258.0
6335050,1988-03-20,0.0,856.0
6335050,1988-03-21,-37.0,856.0
6335050,1988-03-22,-76.0,856.0
6335050,1988-03-23,-101.0,856.0
6335050,1988-03-24,-122.0,856.0
6335050,1988-03-25,-99.0,856.0
6335050,1988-03-26,-43.0,856.0
6335050,1988-03-27,25.0,856.0
6335050,1988-03-28,79.0,856.0
6335050,1988-03-29,112.0,856.0
6335050,1988-03-30,98.0,856.0
6335050,1988-03-31,51.0,856.0
6335050,1988-04-01,1.0,856.0
6335050,1988-04-02,-47.0,856.0
6335050,1988-04-03,-80.0,856.0
6335050,1988-04-04,-115.0,856.0
6335050,1988-04-05,-152.0,856.0
6335050,1988-07-04,0.0,307.0
6335050,1988-07-05,-1.0,307.0
6335050,1988-07-06,-7.0,307.0
6335050,1988-07-07,0.0,307.0
6335050,1988-07-08,2.0,307.0
6335050,1988-07-09,1.0,307.0
6335050,1988-07-10,1.0,307.0
6335050,1988-07-11,3.0,307.0
6335050,1988-07-12,-3.0,307.0
6335050,1988-07-13,-10.0,307.0
6335050,1988-07-14,-16.0,307.0
6335050,1988-07-15,-15.0,307.0
6335050,1988-07-16,-3.0,307.0
6335050,1988-07-17,4.0,307.0
6335050,1988-07-18,15.0,307.0
6335050,1988-07-19,18.0,307.0
6335050,1988-07-20,9.0,307.0
6335050,1988-10-18,0.0,328.0
6335050,1988-10-19,-21.0,328.0
6335050,1988-10-20,-35.0,328.0
6335050,1988-10-21,-37.0,328.0
6335050,1988-10-22,-24.0,328.0
6335050,1988-10-23,-2.0,328.0
6335050,1988-10-24,-3.0,328.0
6335050,1988-10-25,-19.0,328.0
6335050,1988-10-26,-37.0,328.0
6335050,1988-10-27,-48.0,328.0
6335050,1988-10-28,-64.0,328.0
6335050,1988-10-29,-79.0,328.0
6335050,1988-10-30,-85.0,328.0
6335050,1988-10-31,-89.0,328.0
6335050,1988-11-01,-84.0,328.0
6335050,1988-11-02,-102.0,328.0
6335050,1988-11-03,-113.0,328.0
6335050,1989-02-01,0.0,185.0
6335050,1989-02-02,-1.0,185.0
6335050,1989-02-03,-2.0,185.0
6335050,1989-02-04,-5.0,185.0
6335050,1989-02-05,-8.0,185.0
6335050,1989-02-06,-12.0,185.0
6335050,1989-02-07,-13.0,185.0
6335050,1989-02-08,-15.0,185.0
6335050,1989-02-09,-17.0,185.0
6335050,1989-02-10,-20.0,185.0
6335050,1989-02-11,-21.0,185.0
6335050,1989-02-12,-24.0,185.0
6335050,1989-02-13,-23.0,185.0
6335050,1989-02-14,-25.0,185.0
6335050,1989-02-15,-18.0,185.0
6335050,1989-02-16,-8.0,185.0
6335050,1989-02-17,6.0,185.0
6335050,1989-05-18,0.0,287.0
6335050,1989-05-19,-7.0,287.0
6335050,1989-05-20,-17.0,287.0
6335050,1989-05-21,-26.0,287.0
6335050,1989-05-22,-35.0,287.0
6335050,1989-05-23,-42.0,287.0
6335050,1989-05-24,-49.0,287.0
6335050,1989-05-25,-55.0,287.0
6335050,1989-05-26,-58.0,287.0
6335050,1989-05-27,-60.0,287.0
6335050,1989-05-28,-60.0,287.0
6335050,1989-05-29,-60.0,287.0
6335050,1989-05-30,-55.0,287.0
6335050,1989-05-31,-55.0,287.0
